"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202100046704";"4";"65";"0";"D";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046705";"3";"649";" -1";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"110"
"202100046706";"1";"A507 sens Marseille - Aubagne";"0";"N/A";"1";"3";"0";"1";"7";"380";"1";"";" -1";"1";"1";"1";"70"
"202100046707";"1";"A50-Sens Marseille vers Aubagne";"0";"N/A";"1";"4";"0";"1";"2";"849";"1";"";" -1";"1";"0";"1";"90"
"202100046708";"1";"A55-Sens Martigues vers Marseille";"0";"N/A";"1";"3";"0";"1";"13";"0";"1";"";" -1";"8";"0";"1";"90"
"202100046709";"1";"A55 - Sens Marseille vers Martigues";"0";"N/A";"1";"3";"0";"2";"11";"0";"1";"";" -1";"1";"0";"1";"110"
"202100046710";"1";"A50-Sens Aubagne vers Marseille";"0";"N/A";"3";"3";"0";"1";"9";"0";"1";"";" -1";"1";"0";"1";"90"
"202100046711";"1";"A507 sens Aubagne- Marseille";"0";"N/A";"1";"3";"0";"1";"2";"723";"1";"";" -1";"1";"1";"1";"70"
"202100046712";"1";"ROCADE A 630";"0";"N/A";"3";"6";"0";"1";"15";"350";"1";"";" -1";"1";"3";"1";"90"
"202100046713";"1";"ROCADE A 630";"0";"N/A";"3";"4";"0";"1";"13";"69";"1";"";" -1";"1";"8";"1";"70"
"202100046714";"1";"A13";"0";"N/A";"3";"6";"0";"1";"39";"299";"1";"";" -1";"1";"0";"1";"130"
"202100046715";"1";"AUTOROUTE A104";"0";"N/A";"1";"8";"0";"1";"5";"500";"1";"";" -1";"2";"0";"1";"90"
"202100046716";"1";"A104";"0";"N/A";"3";"8";"0";"1";"8";"199";"1";"";" -1";"1";"0";"1";"90"
"202100046717";"1";"A4";"0";"N/A";"3";"4";"0";"1";"10";"300";"1";"";" -1";"2";"0";"1";"110"
"202100046718";"1";"A86.INT";"0";"N/A";" -1";"3";"0";"1";"30";"200";"1";"";" -1";"1";"0";"1";"90"
"202100046719";"1";"A4";"0";"N/A";"1";"3";"0";"1";"10";"500";"1";"";" -1";"1";"0";"1";"110"
"202100046720";"3";"AGENT SARRE (AV DE L')";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046721";"4";"ILE DE FRANCE AVENUE DE L'";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"50"
"202100046722";"4";"m'tsapere-MosquÃ©e Maevantana (ruelle )";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046723";"4";"BREST (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046724";"2";"CRIQUE FOUILLEE (ROND POINT)";"0";"N/A";"1";"2";"0";"1";"4";"50";"2";"";" -1";"1";"5";"1";"50"
"202100046725";"4";"GAMBETTA                            (CO)";"0";"N/A";"2";"4";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046726";"4";"YVES FARGE                          (BD)";"0";"N/A";" -1";"2";"0";"2";"0";"1";"2";"";" -1";"1";"0";"1";"50"
"202100046727";"4";"VITTON                              (CO)";"0";"N/A";"2";"4";"2";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046728";"4";"FLORAINDRE ( RUE DE)";"0";"N/A";"1";"0";"0";"1";"0";"100";"1";"";" -1";"1";"0";"8";"50"
"202100046729";"4";"FULCHIRON                           (QU)";"0";"N/A";"1";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046730";"4";"BARTHELEMY BUYER                    (AV)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046731";"4";"PL GRAND CERF";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202100046732";"3";"20";"0";"N/A";"3";"3";"0";"2";"0";"0";"1";"";" -1";"1";"5";"1";"50"
"202100046733";"2";"NATIONALE 6 (GLACIERE)";"0";"N/A";"3";"4";"0";"1";"1";"600";"1";"";" -1";"1";"0";"1";"90"
"202100046734";"4";"CAMILLE GUERIN";"0";"N/A";"1";"1";"0";"4";"0";"100";"1";"";" -1";"1";"0";"1";"50"
"202100046735";"3";"AV HENRI DUNANT";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046736";"4";"AV BLAISE PASCAL";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046737";"3";"20";"0";"N/A";"1";"1";"3";"1";"33";"0";"1";"";" -1";"1";"3";"1";"50"
"202100046738";"4";"VALADON (RUE SUZANNE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"2";"";" -1";"1";"0";"1";"50"
"202100046739";"4";"N/A";"0";"N/A";"2";"0";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046740";"3";"N/A";"0";"N/A";"2";"2";"0";"1";"52";"455";"1";"";" -1";"1";"0";"1";"80"
"202100046741";"7";"RONDEAUX. AVENUE JEAN";"0";"N/A";"2";"6";"3";"1";"20";"950";"1";"";" -1";"1";" -1";"1";"50"
"202100046742";"4";"HAIE. RUE DE LA";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"4";"50"
"202100046743";"7";"GRAND MARE. AVENUE DE LA";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"2";"0";"1";"30"
"202100046744";"4";"RIBAY (RUE DU)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046745";"4";"SAINT GEORGES (RUE)";"0";"N/A";"1";"1";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046746";"4";"VERDUN (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"50"
"202100046747";"7";"JEAN JAURES                         (AV)";"0";"N/A";"3";"2";"0";"1";"3";"300";"1";"";" -1";"1";"4";"6";"50"
"202100046748";"4";"MULSANT BENOIT  R";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"50"
"202100046749";"4";"GASSIOT";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100046750";"4";"N/A";" -1";"N/A";"2";" -1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";" -1"
"202100046751";"7";"REPUBLIQUE AV DE LA ( NÂ°501-825)";"0";"N/A";"1";"0";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046752";"3";"PASTEUR";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046753";"7";"MIXTE (PONT )";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046754";"4";"VENISE (RUE)";"0";"N/A";"1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046755";"4";"OEHMICHEN (RUE ETIENNE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046756";"4";"MALON BENOIT";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046757";"4";"FRANCE (PLACE ANATOLE)";"0";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"4";"50"
"202100046758";"4";"NIESSEL (AVENUE DU GENERAL)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046759";"4";"PONT JUVENAL (AVENUE DU)";"0";"N/A";"3";"2";"0";"2";"(1)";"(1)";"3";"";" -1";"1";"1";"1";"50"
"202100046760";"4";"PECH (RUE DU) DU 6AU 60";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046761";"4";"PASTRE (RUE)";"0";"N/A";"1";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046762";"4";"CHABERT (Rue Charles)";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100046763";"4";"GAMBETTA (PLACE)";"0";"N/A";"1";"1";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100046764";"2";"116 PK RN137 ROCHEFORT JUSTICE";"0";"N/A";"3";"4";"0";"1";"6";"989";"1";"";" -1";"1";"0";"1";"90"
"202100046765";"3";"ABBAYE (RUE DEL')";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046766";"4";"HENRI BARBUSSE (RUE)";"0";"N/A";"2";"2";"0";"4";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"50"
"202100046767";"4";"VALENTINE (ROUTE DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046768";"4";"AMPERE (BOULEVARD)";"0";"N/A";"1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"30"
"202100046769";"4";"MONTREDON (AVENUE DE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046770";"7";"L'ENJOLRAS (AVE DE)";"0";"N/A";"2";"2";"0";"1";"9";"100";"1";"";" -1";"1";"0";"1";"50"
"202100046771";"7";"EGUILLES (ROUTE D')";"0";"N/A";"2";"2";"1";"2";"1";"0";"1";"";" -1";"1";"8";"5";"50"
"202100046772";"3";"SIBIAN (AVENUE DE)";"0";"N/A";"1";"0";"0";"2";"0";"212";"1";"";" -1";"1";"0";"1";"50"
"202100046773";"4";"SMOLETT (R.)";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100046774";"4";"ROOSEVELT (AVENUE FRANKLIN)CANNET";"0";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046775";"4";"PORTE DE CHARENTON";"0";"N/A";"1";"4";"0";"1";"33";"900";"1";"";" -1";"1";"1";"1";"70"
"202100046776";"4";"ECHANGEUR BERCY";"0";"N/A";"1";"2";"0";"3";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202100046777";"4";"RUE DES FOUGERES";"0";"N/A";"1";"1";"1";"2";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"50"
"202100046778";"4";"BOULEVARD PEREIRE";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046779";"4";"RUE BOURSAULT";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100046780";"4";"RUE DE LONGCHAMP";"0";"N/A";"3";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046781";"4";"ALLEE DE LONGCHAMP";"0";"N/A";"2";"0";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046782";"4";"RUE OCTAVE FEUILLET";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046783";"4";"BOULEVARD PASTEUR";"0";"N/A";"1";"1";"1";"2";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"50"
"202100046784";"4";"RUE DE LA CONVENTION";"0";"N/A";"2";"3";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046785";"4";"BOULEVARD JOURDAN";"0";"N/A";"1";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046786";"4";"BOULEVARD DU GENERAL JEAN SIMON";"0";"N/A";"1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046787";"4";"BOULEVARD MASSENA";"0";"N/A";"3";"4";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046788";"4";"AVENUE DAUMESNIL";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"50"
"202100046789";"4";"COURS DE VINCENNES";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"50"
"202100046790";"4";"RUE LA FAYETTE";"0";"N/A";"1";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046791";"4";"RUE SAINT ANTOINE";"0";"N/A";"2";"4";"2";"1";"(1)";"(1)";"3";"";" -1";"1";" -1";"5";"30"
"202100046792";"4";"RUE DUPETIT THOUARS";"0";"N/A";"1";"1";"2";"1";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"30"
"202100046793";"4";"RUE DE TURBIGO";"0";"N/A";"1";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"50"
"202100046794";"3";"PARIS (AV DE)";"0";"N/A";"2";"4";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046795";"4";"PETIT LEROY (R DU)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100046796";"6";"MARECHAL JOFFRE (AV DU)";"0";"N/A";" -1";"0";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"6";"10"
"202100046797";"4";"POINCARE (AV)";"0";"N/A";"1";"1";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"30"
"202100046798";"3";"AV DE LA REPUBLIQUE ";"0";"N/A";"1";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100046799";"4";"R DES CARRIERES MORILLON ";"0";"N/A";"2";"2";"0";"1";"1";"0";"2";"";" -1";"1";"9";"1";"50"
"202100046800";"3";"ALFORTVILLE (AV D)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046801";"3";"JEAN-JAURES (BD)";"0";"N/A";"3";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100046802";"3";"GRANDE RUE";"0";"N/A";"2";"2";"0";"1";"9";"369";"1";"";" -1";"1";"0";"1";"50"
"202100046803";"4";"MEDERIC (AVENUE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046804";"3";"RU DE NESLE (BOULEVARD)";"0";"N/A";"2";"3";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100046805";"4";"PINSONS (RUE)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046806";"4";"JAURES RUE JEAN";"0";"N/A";"1";"1";"0";"1";"1";"0";"1";"";" -1";"1";"9";"1";"50"
"202100046807";"3";"HENRI BARBUSSE (AVE) NÂ°2-124";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100046808";"4";"MAURICE AUDIN (ALLEE)";"0";"N/A";"1";"1";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046809";"3";"REPUBLIQUE (AVE DE LA ) => NO 41/50";"0";"N/A";"1";"1";"0";"1";"0";"1";"1";"";" -1";"1";"9";"1";"10"
"202100046810";"3";"3";"0";"N/A";"3";"6";"0";"2";"1";"0";"1";"";" -1";"1";"2";"1";"50"
"202100046811";"3";"908";"0";"N/A";"2";"2";"0";"1";"82";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046812";"3";"VERDUN (DE 01 A 61)";"0";"N/A";"1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046813";"3";"1";"0";"N/A";"3";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046814";"2";"102";"0";"N/A";"3";"2";"0";"4";"70";"200";"1";"";" -1";"1";"0";"1";"80"
"202100046815";"3";"986";" -1";"N/A";"2";"2";"0";"4";"8";"410";"2";"";" -1";"7";"0";"3";"90"
"202100046816";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"3";"80"
"202100046817";"3";"d253";" -1";"N/A";"2";"2";"0";"1";"7";"490";"1";"";" -1";"1";"5";"1";"80"
"202100046818";"4";"N/A";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046819";"3";"9";" -1";"N/A";"2";"2";"0";"1";"22";"200";"1";"";" -1";"1";"5";"1";"70"
"202100046820";"3";"559";" -1";"N/A";"2";"2";"0";"1";"60";"13";"1";"";" -1";"1";"0";"1";"70"
"202100046821";"3";"903";"0";"D";"2";"2";"0";"2";"61";"200";"3";"";" -1";"1";"0";"1";"80"
"202100046822";"3";"982";"0";"D";"2";"2";"0";"2";"22";"620";"1";"";" -1";"1";"0";"1";"90"
"202100046823";"3";"113";"0";"N/A";"2";"2";"1";"1";"47";"600";"1";"";" -1";"2";"0";"1";"80"
"202100046824";"7";"2";"0";"D";"2";"2";"0";"1";"14";"238";"1";"";" -1";"1";"5";"1";"50"
"202100046825";"3";"937";"0";"N/A";"2";"2";"0";"1";"57";"(1)";"1";"";" -1";"2";"0";"1";"70"
"202100046826";"3";"984";" -1";"N/A";"2";"2";"0";"1";"13";"900";"1";"";" -1";"1";"0";"1";"80"
"202100046827";"3";"238";"0";"N/A";"2";"2";"0";"1";"2";"820";"2";"";" -1";"1";"0";"1";"90"
"202100046828";"3";"1082";" -1";"D";"2";"2";"0";"1";"48";"500";"1";"";" -1";"1";"0";"1";"50"
"202100046829";"4";" --";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202100046830";"3";"611";"0";"N/A";"2";"2";"0";"1";"7";"232";"1";"";" -1";"1";"0";"1";"90"
"202100046831";"3";"2";"0";"N/A";"3";"2";"0";"1";"17";"250";"1";"";" -1";"1";"5";"1";"50"
"202100046832";"3";"17";"0";"N/A";"2";"2";"0";"1";"11";"876";"1";"";" -1";"1";"0";"3";" -1"
"202100046833";"3";"752";"0";"N/A";"2";"2";"0";"1";"0";"754";"2";"";" -1";"1";"0";"1";"80"
"202100046834";"3";"960";"0";"D";"2";"2";"0";"1";"24";"750";"1";"";" -1";"1";"0";"1";"80"
"202100046835";"3";"42";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"8";"80"
"202100046836";"3";"100";"0";"N/A";"2";"2";"0";"2";"12";"0";"1";"";" -1";"1";"5";"1";"80"
"202100046837";"3";"365";"0";"D";"2";"2";"0";"2";"3";"640";"4";"0";"3,6";"1";"0";"3";"70"
"202100046838";"4";"N/A";" -1";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100046839";"3";"16";"0";"D";"2";"2";"0";"1";"18";"100";"1";"";" -1";"1";"0";"1";"80"
"202100046840";"3";"112";"0";"N/A";"2";"2";"0";"1";"26";"989";"1";"";" -1";"1";"5";"1";"80"
"202100046841";"3";"95";" -1";"N/A";"2";"2";"0";"1";"13";"400";"1";"";" -1";"1";"0";"1";"50"
"202100046842";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"9";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046843";"3";"910";" -1";"N/A";"2";"2";"0";"2";"67";"220";"1";"";" -1";"1";"0";"1";"50"
"202100046844";"3";"D 64";" -1";"N/A";"2";"2";"0";"1";"9";"600";"1";"";" -1";"1";"0";"1";"90"
"202100046845";"3";"4";" -1";"N/A";"2";"2";"0";"1";"77";"920";"1";"";" -1";"1";"0";"1";"80"
"202100046846";"3";"74";" -1";"A";"2";"2";"0";"2";"2";"215";"3";"";" -1";"1";"0";"1";"80"
"202100046847";"7";"17";" -1";"E";"3";"2";"0";"1";"0";"100";"1";"";" -1";"1";"0";"1";"50"
"202100046848";"3";"112";" -1";"D";"2";"2";"0";"1";"33";"150";"3";"";" -1";"1";"2";"1";"80"
"202100046849";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046850";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"1";"9";"1";"30"
"202100046851";"3";"5";" -1";"D";"2";"2";"0";"1";"50";"576";"1";"";" -1";"1";"0";"1";"80"
"202100046852";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"22";"212";"2";"";" -1";"1";"0";"1";"50"
"202100046853";"3";"926";"0";"D";"2";"2";"0";"2";"2";"580";"1";"";" -1";"1";"0";"1";"50"
"202100046854";"3";"919";" -1";"N/A";"2";"2";"0";"2";"27";"550";"1";"";" -1";"1";"2";"1";"80"
"202100046855";"1";"A50-Sens Marseille vers Aubagne";"0";"N/A";"1";"3";"0";"1";"1";"299";"1";"";" -1";"1";"0";"1";"90"
"202100046856";"1";"AUTOROUTE A 63";"0";"N/A";"3";"4";"0";"1";"2";"0";"1";"";" -1";"1";"0";"1";"110"
"202100046857";"2";"ROUTE NATIONALE 89";"0";"N/A";"3";"5";"0";"1";"49";"860";"1";"";" -1";"1";"3";"1";"50"
"202100046858";"1";"AUTOROUTE A3";"0";"N/A";"3";"6";"0";"1";"8";"0";"1";"";" -1";"1";"0";"1";"90"
"202100046859";"4";"MAQUIS (PL DU)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100046860";"4";"RUE DU DOCTEUR ESCHEMBRENNER";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100046861";"4";"mamoudzou centre-Jardin du collÃ¨ge(rue d";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046862";"4";"MALARTIC (RUE)";"0";"N/A";"2";"3";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046863";"4";"KARTING (DU)";"0";"N/A";"1";"2";"2";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100046864";"4";"DAUPHINE (DU)                       (R )";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046865";"4";"LOUIS GIRARDET                      (R )";"0";"N/A";"2";"2";"1";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046866";"4";"FELIX FAURE                         (AV)";"0";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046867";"3";"ROUTE DEPARTEMENTALE 3";"0";"N/A";"3";"1";"0";"1";"3";"500";"1";"";" -1";"1";"0";"1";"50"
"202100046868";"4";"NELSON MANDELA (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100046869";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046870";"4";"BETHUNES (AVENUE DES)";"0";"N/A";"3";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046871";"4";"AV GABRIEL PERI";"0";"N/A";"2";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046872";"4";"HENRI ROL TANGUY";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046873";"3";"7";"0";"N/A";"3";"4";"1";"1";"0";"0";"1";"";" -1";"1";"3";"1";"50"
"202100046874";"4";"VERDUN (BOULEVARD DE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046875";"4";"REPUBLIQUE (RUE DE LA)";"0";"N/A";"2";"1";"0";"1";"0";"0";"1";"";" -1";"1";"6";"1";"30"
"202100046876";"4";"LECLERC (AVENUE DU GENERAL)";"0";"N/A";"2";"3";"3";"2";"0";"0";"1";"";" -1";"2";"0";"1";"50"
"202100046877";"4";"PONT ACHARD (BOULEVARD)";"0";"N/A";"3";"2";"0";"2";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"50"
"202100046878";"4";"NOGUES (AVE DU GENERAL)";"0";"N/A";"1";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100046879";"4";"DRAGUIGNAN (AVENUE DE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"3";"";" -1";"1";"0";"1";"50"
"202100046880";"7";"AEROPORT (AVENUE DE L')";"0";"N/A";"2";"0";"1";"1";"2";"470";"1";"";" -1";"1";"0";"5";"50"
"202100046881";"4";"QUATORZE JUILLET 1789 (AVENUE DU)";"0";"N/A";"3";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046882";"4";"PAIX (AVENUE DE LA)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100046883";"3";"ROUVROY (de)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046884";"4";"MARE GRISEAU NÂ°2 (RESIDENCE)";"0";"N/A";" -1";"1";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046885";"3";"AV RENE CASSIN";"0";"N/A";"2";"2";"0";"2";"0";"777";"1";"";" -1";"1";"0";"1";"50"
"202100046886";"3";"D301e2.gare thomery giratoire duchatel";"0";"N/A";"2";"2";"0";"1";"3";"280";"1";"";" -1";"1";"0";"1";"70"
"202100046887";"9";"HAVRE. QUAI (BAS) DU";"0";"N/A";"2";"1";"3";"1";"38";"0";"1";"";" -1";"2";"6";"6";"10"
"202100046888";"4";"SCHEURER KESTNER. RUE";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046889";"2";"VOIE RAPIDE SUD 3 (RN 338)";"0";"N/A";"1";"1";"0";"2";"4";"800";"1";"";" -1";"1";"3";"1";"50"
"202100046890";"4";"VALLEE (RUE DE LA)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046891";"4";"GEORGE V (QUAI)";"0";"N/A";"1";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046892";"3";"DE GAULLE (AVENUE CHARLES)";"0";"N/A";"1";"1";"0";"1";"0";"1";"1";"";" -1";"1";"9";"1";"50"
"202100046893";"4";"ST BONNET DE MURE (DE)              (CH)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046894";"4";"RIETH (RUE DU)";"0";"N/A";"1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100046895";"7";"SCHIRMECK (ROUTE DE)";"0";"N/A";"2";"4";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"5";"50"
"202100046896";"3";"R D 900";"0";"N/A";"3";"4";"0";"1";"10";"60";"1";"";" -1";"1";"0";"1";"90"
"202100046897";"4";"SACRE-COEUR (CHEMIN DU)";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
